Frequency(GHz),Differential_Magnitude(dB)
0.000000000000000000e+00,-7.099655522909543492e+00
1.001222195062332065e-01,-1.225257624581462679e+01
2.002444390124664131e-01,-1.690288456409085782e+01
3.003666585186995919e-01,-1.362439095668276146e+01
4.004888780249328262e-01,-1.131241252010764420e+01
5.006110975311660605e-01,-9.016708402588909266e+00
6.007333170373991837e-01,-7.933107399910427127e+00
7.008555365436324180e-01,-5.294606820293115135e+00
8.009777560498656523e-01,-3.054033900924510991e+00
9.010999755560987756e-01,-3.958529433584796475e+00
1.001222195062332121e+00,-1.896433453074026332e+00
1.101344414568565133e+00,4.278560643023426313e-01
1.201466634074798367e+00,6.464980185122081169e-01
1.301588853581031602e+00,2.097009938989633504e-01
1.401711073087264836e+00,-3.948625452220011489e-01
1.501833292593498070e+00,1.206979998944059940e+00
1.601955512099731305e+00,1.533083227200387144e+00
1.702077731605964317e+00,1.028920861273416448e-01
1.802199951112197551e+00,7.459993094357388888e-01
1.902322170618430786e+00,1.899685221204968855e+00
2.002444390124664242e+00,2.820621184774769752e+00
2.102566609630897254e+00,3.171133889983543064e+00
2.202688829137130266e+00,2.766492163631675716e+00
2.302811048643363279e+00,4.201422648558609474e+00
2.402933268149596735e+00,5.696004385888972621e+00
2.503055487655829747e+00,8.685236527324383005e+00
2.603177707162063204e+00,9.293390350198688310e+00
2.703299926668296216e+00,5.914653422923278114e+00
2.803422146174529672e+00,4.210608441300798255e+00
2.903544365680762684e+00,4.614356519122946310e+00
3.003666585186996141e+00,7.591537842367017674e+00
3.103788804693229153e+00,7.180012248928330010e+00
3.203911024199462609e+00,7.682797063453071118e+00
3.304033243705695622e+00,8.106660525116575755e+00
3.404155463211928634e+00,6.500404080225521852e+00
3.504277682718162090e+00,6.831437871775408510e+00
3.604399902224395102e+00,1.006266469001982244e+01
3.704522121730628559e+00,8.072214442832619241e+00
3.804644341236861571e+00,8.800574517887865156e+00
3.904766560743095027e+00,9.090885341127416197e+00
4.004888780249328484e+00,7.304946103767364640e+00
4.105010999755561052e+00,1.072576625070248113e+01
4.205133219261794508e+00,9.223567078600172664e+00
4.305255438768027076e+00,5.504323234585871916e+00
4.405377658274260533e+00,8.955563035728321353e+00
4.505499877780493989e+00,8.596406279580749654e+00
4.605622097286726557e+00,1.211776880407873058e+01
4.705744316792960014e+00,1.272812629794785089e+01
4.805866536299193470e+00,1.160709867952457586e+01
4.905988755805426926e+00,1.125428150107052261e+01
5.006110975311659494e+00,9.529463645933452298e+00
5.106233194817892951e+00,1.025033241955955177e+01
5.206355414324126407e+00,9.203595023747826787e+00
5.306477633830359864e+00,8.522958892870516223e+00
5.406599853336592432e+00,9.579506703804652190e+00
5.506722072842825888e+00,1.184184045598797930e+01
5.606844292349059344e+00,1.287397754649829018e+01
5.706966511855291913e+00,1.213597882196562239e+01
5.807088731361525369e+00,9.660670866499405207e+00
5.907210950867758825e+00,1.057470703639368281e+01
6.007333170373992282e+00,1.141082903965432926e+01
6.107455389880224850e+00,1.290840041380529435e+01
6.207577609386458306e+00,1.246285885570706675e+01
6.307699828892691762e+00,1.330803774744495804e+01
6.407822048398925219e+00,1.289662516116552027e+01
6.507944267905157787e+00,1.384580288637218537e+01
6.608066487411391243e+00,1.347962646944108656e+01
6.708188706917624700e+00,1.216298282436709677e+01
6.808310926423857268e+00,1.011586424044505605e+01
6.908433145930090724e+00,1.421466680828820373e+01
7.008555365436324180e+00,1.353471403758698344e+01
7.108677584942557637e+00,1.405797004928270155e+01
7.208799804448790205e+00,1.445550420923924761e+01
7.308922023955023661e+00,1.350087491302194564e+01
7.409044243461257118e+00,1.292746260593678187e+01
7.509166462967490574e+00,1.498664908615667457e+01
7.609288682473723142e+00,1.517101124545651203e+01
7.709410901979956598e+00,1.323811125767883290e+01
7.809533121486190055e+00,1.605986383570197873e+01
7.909655340992422623e+00,1.553821952271530193e+01
8.009777560498656968e+00,1.452154855984146842e+01
8.109899780004889536e+00,1.302148546589944189e+01
8.210021999511122104e+00,1.318202543624046719e+01
8.310144219017356448e+00,1.380828525137170715e+01
8.410266438523589017e+00,1.580515989559872025e+01
8.510388658029821585e+00,1.805285198196984098e+01
8.610510877536054153e+00,1.489920718779408659e+01
8.710633097042288497e+00,1.497579068670100533e+01
8.810755316548521066e+00,1.519538885981212317e+01
8.910877536054753634e+00,1.364104211029078151e+01
9.010999755560987978e+00,1.557002800061309955e+01
9.111121975067220546e+00,1.476768176341888505e+01
9.211244194573453115e+00,1.598684612712210118e+01
9.311366414079687459e+00,1.496091191371501949e+01
9.411488633585920027e+00,1.533667272435625151e+01
9.511610853092154372e+00,1.411938868602664776e+01
9.611733072598386940e+00,1.691462832778952219e+01
9.711855292104619508e+00,1.592054880564316655e+01
9.811977511610853853e+00,1.648379966475564729e+01
9.912099731117086421e+00,1.676865936467176255e+01
1.001222195062331899e+01,1.568799865330669974e+01
1.011234417012955333e+01,1.628610881609262862e+01
1.021246638963578590e+01,2.023455150179181672e+01
1.031258860914201847e+01,1.901199382649221192e+01
1.041271082864825281e+01,1.761774474896360587e+01
1.051283304815448538e+01,1.757382018732909046e+01
1.061295526766071973e+01,1.853903505025403931e+01
1.071307748716695230e+01,1.875752850866462751e+01
1.081319970667318486e+01,1.691322697177131218e+01
1.091332192617941921e+01,1.792727091799911676e+01
1.101344414568565178e+01,1.911055264230483175e+01
1.111356636519188434e+01,1.695675416082368159e+01
1.121368858469811869e+01,1.695510641697537579e+01
1.131381080420435126e+01,1.461466600941164984e+01
1.141393302371058383e+01,1.603553567696678073e+01
1.151405524321681817e+01,1.812727886174344505e+01
1.161417746272305074e+01,1.912512180096620540e+01
1.171429968222928508e+01,2.006366609232097886e+01
1.181442190173551765e+01,1.895577627330438730e+01
1.191454412124175022e+01,1.882582927464586575e+01
1.201466634074798456e+01,1.879705371246885548e+01
1.211478856025421713e+01,1.832868781058699170e+01
1.221491077976044970e+01,1.972102505799806593e+01
1.231503299926668404e+01,1.980730616743869987e+01
1.241515521877291661e+01,1.782423808811685362e+01
1.251527743827914918e+01,1.803136927649596188e+01
1.261539965778538352e+01,1.702167421446797846e+01
1.271552187729161609e+01,1.810934643830933055e+01
1.281564409679785044e+01,1.722195986995987127e+01
1.291576631630408301e+01,1.666762338933280319e+01
1.301588853581031557e+01,1.914601504958156397e+01
1.311601075531654992e+01,1.839213430725985887e+01
1.321613297482278249e+01,1.648949566923640120e+01
1.331625519432901505e+01,1.687532048214522717e+01
1.341637741383524940e+01,1.705111206889624853e+01
1.351649963334148197e+01,1.777172694972883349e+01
1.361662185284771454e+01,1.780779780302410487e+01
1.371674407235394888e+01,1.762344841350924440e+01
1.381686629186018145e+01,1.873788116877562970e+01
1.391698851136641579e+01,1.984687560096094217e+01
1.401711073087264836e+01,1.960745461034218451e+01
1.411723295037888093e+01,1.874950115279895613e+01
1.421735516988511527e+01,1.776683248717369068e+01
1.431747738939134784e+01,1.779619039178422923e+01
1.441759960889758041e+01,1.738753376674937812e+01
1.451772182840381475e+01,1.784134296599076208e+01
1.461784404791004732e+01,1.763455959334677203e+01
1.471796626741627989e+01,1.891750788826570329e+01
1.481808848692251424e+01,1.959054638679059224e+01
1.491821070642874680e+01,2.147128268290671116e+01
1.501833292593498115e+01,1.994322437374804835e+01
1.511845514544121372e+01,2.164970362307828466e+01
1.521857736494744628e+01,2.093727723664203566e+01
1.531869958445368063e+01,1.893732092327059391e+01
1.541882180395991320e+01,1.916866257439477295e+01
1.551894402346614577e+01,2.066507212732118859e+01
1.561906624297238011e+01,2.057809688817541982e+01
1.571918846247861268e+01,1.963625645025402022e+01
1.581931068198484525e+01,2.079195321466229629e+01
1.591943290149107959e+01,2.111274220435891280e+01
1.601955512099731394e+01,2.107012430821572835e+01
1.611967734050354650e+01,2.005067314851551075e+01
1.621979956000977907e+01,2.157905363821539524e+01
1.631992177951601164e+01,2.031025340518416300e+01
1.642004399902224421e+01,1.882615102864181011e+01
1.652016621852848033e+01,1.984361888654551009e+01
1.662028843803471290e+01,2.175767008912069400e+01
1.672041065754094546e+01,2.111298713627041934e+01
1.682053287704717803e+01,1.875492853827357465e+01
1.692065509655341060e+01,2.031878486130917594e+01
1.702077731605964317e+01,2.006622859218757071e+01
1.712089953556587929e+01,2.072998875668071150e+01
1.722102175507210831e+01,2.105047887018198693e+01
1.732114397457834087e+01,2.076917372658554939e+01
1.742126619408457699e+01,2.073982763378408833e+01
1.752138841359080956e+01,2.124722535723007510e+01
1.762151063309704213e+01,2.064073887516324035e+01
1.772163285260327470e+01,2.160789464686011385e+01
1.782175507210950727e+01,2.221165174461377845e+01
1.792187729161574339e+01,2.389183029641920086e+01
1.802199951112197596e+01,2.237615213161351235e+01
1.812212173062820852e+01,2.233263769577868629e+01
1.822224395013444109e+01,2.133096630247045411e+01
1.832236616964067366e+01,2.271048350138976701e+01
1.842248838914690623e+01,2.130754668026270693e+01
1.852261060865314235e+01,2.210017922236947285e+01
1.862273282815937492e+01,2.451796883252258397e+01
1.872285504766560749e+01,2.268721468863013158e+01
1.882297726717184005e+01,2.188942959094248408e+01
1.892309948667807262e+01,2.313402242745847559e+01
1.902322170618430874e+01,2.194404144327750217e+01
1.912334392569054131e+01,1.946850198627134532e+01
1.922346614519677388e+01,2.142423427286389170e+01
1.932358836470300645e+01,2.229793380306386297e+01
1.942371058420923902e+01,2.292448057680524087e+01
1.952383280371547158e+01,2.375895294469582453e+01
1.962395502322170771e+01,2.291129124188469746e+01
1.972407724272794027e+01,2.299870219292915152e+01
1.982419946223417284e+01,2.414655476069357576e+01
1.992432168174040541e+01,2.386820458160734049e+01
2.002444390124663798e+01,2.281195888783725678e+01
2.012456612075287410e+01,2.161534943607633963e+01
2.022468834025910667e+01,2.234086185797472979e+01
2.032481055976533924e+01,2.184197886199040184e+01
2.042493277927157180e+01,2.242255007458604865e+01
2.052505499877780437e+01,2.481167847799443393e+01
2.062517721828403694e+01,2.377595015273171697e+01
2.072529943779027306e+01,2.417490805260865727e+01
2.082542165729650563e+01,2.257856624619275365e+01
2.092554387680273820e+01,2.226998781633368196e+01
2.102566609630897076e+01,2.143359233658495810e+01
2.112578831581520333e+01,2.150468778161490491e+01
2.122591053532143945e+01,2.291286183251515141e+01
2.132603275482767202e+01,2.339126058152073639e+01
2.142615497433390459e+01,2.278732945120783882e+01
2.152627719384013716e+01,2.428201382184039403e+01
2.162639941334636973e+01,2.234767388020344470e+01
2.172652163285260229e+01,2.229711158194798770e+01
2.182664385235883842e+01,2.220026621506840314e+01
2.192676607186507098e+01,2.016809626952603907e+01
2.202688829137130355e+01,2.136177467160608856e+01
2.212701051087753612e+01,2.126110925493663473e+01
2.222713273038376869e+01,2.217494064750855998e+01
2.232725494989000481e+01,2.315496760129767750e+01
2.242737716939623738e+01,2.023854845483225517e+01
2.252749938890246995e+01,2.224305277330405062e+01
2.262762160840870251e+01,2.058213586847980636e+01
2.272774382791493508e+01,2.105260729532213304e+01
2.282786604742116765e+01,2.365711460628626028e+01
2.292798826692740377e+01,2.322739750591560437e+01
2.302811048643363634e+01,2.171169307080209876e+01
2.312823270593986891e+01,2.518301818883989185e+01
2.322835492544610148e+01,2.583062568207475351e+01
2.332847714495233404e+01,2.184857329341751253e+01
2.342859936445857016e+01,2.377762152334678092e+01
2.352872158396480273e+01,2.338445084274779617e+01
2.362884380347103530e+01,2.248548040216143207e+01
2.372896602297726787e+01,2.326125439923382743e+01
2.382908824248350044e+01,2.329838017291525532e+01
2.392921046198973301e+01,2.278874941633746687e+01
2.402933268149596913e+01,2.431832927603599614e+01
2.412945490100220169e+01,2.211213350520988996e+01
2.422957712050843426e+01,2.222120167840997595e+01
2.432969934001466683e+01,2.382071666498403317e+01
2.442982155952089940e+01,2.073715551122361944e+01
2.452994377902713552e+01,2.187003776882313488e+01
2.463006599853336809e+01,2.564407822057302155e+01
2.473018821803960066e+01,2.702284708468735630e+01
2.483031043754583322e+01,2.586429865379586346e+01
2.493043265705206579e+01,2.206040712522556646e+01
2.503055487655829836e+01,2.197652033391321424e+01
2.513067709606453448e+01,2.477378353673756095e+01
2.523079931557076705e+01,2.125381011331707626e+01
2.533092153507699962e+01,2.544028062125176604e+01
2.543104375458323219e+01,2.619645379599379709e+01
2.553116597408946475e+01,2.200329488847793868e+01
2.563128819359570087e+01,2.308736156336321343e+01
2.573141041310193344e+01,2.555869032963997256e+01
2.583153263260816601e+01,2.531920018137057937e+01
2.593165485211439858e+01,2.272916905168597879e+01
2.603177707162063115e+01,2.256182995294882332e+01
2.613189929112686372e+01,2.268118630873522079e+01
2.623202151063309984e+01,2.301558808599245509e+01
2.633214373013933240e+01,2.284136030825788310e+01
2.643226594964556497e+01,2.290399933699881174e+01
2.653238816915179754e+01,2.518262543422539324e+01
2.663251038865803011e+01,2.410463187770089277e+01
2.673263260816426623e+01,2.264948644435978053e+01
2.683275482767049880e+01,2.407102503324356846e+01
2.693287704717673137e+01,2.464532470168799705e+01
2.703299926668296393e+01,2.635559752396167710e+01
2.713312148618919650e+01,2.661822867200702802e+01
2.723324370569542907e+01,2.401304975469169989e+01
2.733336592520166519e+01,2.311719549390049622e+01
2.743348814470789776e+01,2.046529209503264113e+01
2.753361036421413033e+01,2.307810659929981512e+01
2.763373258372036290e+01,2.366631560695443781e+01
2.773385480322659546e+01,2.206202465376583177e+01
2.783397702273283159e+01,2.415975410059667183e+01
2.793409924223906415e+01,2.546110106434543141e+01
2.803422146174529672e+01,2.470924855444153678e+01
2.813434368125152929e+01,2.214687247245062807e+01
2.823446590075776186e+01,2.369930959892141686e+01
2.833458812026399443e+01,2.342766341755005399e+01
2.843471033977023055e+01,2.526778898999358347e+01
2.853483255927646312e+01,2.557016653206555645e+01
2.863495477878269568e+01,2.466214875580929089e+01
2.873507699828892825e+01,2.519699129653967873e+01
2.883519921779516082e+01,2.327489160260276435e+01
2.893532143730139694e+01,2.352088745819591153e+01
2.903544365680762951e+01,2.266990410105744402e+01
2.913556587631386208e+01,2.443443070820717367e+01
2.923568809582009465e+01,2.544640784677260825e+01
2.933581031532632721e+01,2.568607035411830708e+01
2.943593253483255978e+01,2.559120416588765323e+01
2.953605475433879590e+01,2.433478376657679831e+01
2.963617697384502847e+01,2.402429582292674581e+01
2.973629919335126104e+01,2.580216019187324150e+01
2.983642141285749361e+01,2.480923262131179285e+01
2.993654363236372618e+01,2.472430179802975303e+01
3.003666585186996230e+01,2.451700465563056497e+01
3.013678807137619486e+01,2.350689078146179156e+01
3.023691029088242743e+01,2.371029915163336810e+01
3.033703251038866000e+01,2.365948771968907494e+01
3.043715472989489257e+01,2.181867879068844829e+01
3.053727694940112514e+01,2.578323843743287469e+01
3.063739916890736126e+01,2.563759066285910393e+01
3.073752138841359383e+01,2.502026537415374463e+01
3.083764360791982639e+01,2.461949159724675695e+01
3.093776582742605896e+01,2.316776781444288247e+01
3.103788804693229153e+01,2.489464079600160673e+01
3.113801026643852765e+01,2.311477274844504848e+01
3.123813248594476022e+01,2.293827913350998315e+01
3.133825470545099279e+01,2.390489302551640804e+01
3.143837692495722536e+01,2.404391194169068768e+01
3.153849914446345792e+01,2.375554135068330552e+01
3.163862136396969049e+01,2.143860174240219152e+01
3.173874358347592661e+01,2.133296234962305959e+01
3.183886580298215918e+01,2.318742842358231826e+01
3.193898802248839175e+01,2.420405739951841895e+01
3.203911024199462787e+01,2.638176618905257698e+01
3.213923246150086044e+01,2.611861789076407803e+01
3.223935468100709301e+01,2.766779916215256563e+01
3.233947690051332557e+01,2.454705915514087167e+01
3.243959912001955814e+01,2.419953503446279086e+01
3.253972133952579071e+01,2.312691234161544784e+01
3.263984355903202328e+01,2.515502974045397622e+01
3.273996577853825585e+01,2.528229209649524378e+01
3.284008799804448842e+01,2.293207488200986077e+01
3.294021021755072098e+01,2.547768614709130830e+01
3.304033243705696066e+01,2.587264390421086802e+01
3.314045465656319323e+01,2.339185707571918371e+01
3.324057687606942579e+01,2.444969556540334565e+01
3.334069909557565836e+01,2.301208894238012448e+01
3.344082131508189093e+01,2.588353321881855962e+01
3.354094353458812350e+01,2.449783298934950082e+01
3.364106575409435607e+01,2.475667781632897047e+01
3.374118797360058863e+01,2.455521336595418092e+01
3.384131019310682120e+01,2.673256913025928938e+01
3.394143241261305377e+01,2.357901323092625745e+01
3.404155463211928634e+01,2.374258228825269867e+01
3.414167685162552601e+01,2.357773272913708240e+01
3.424179907113175858e+01,2.650315141764634674e+01
3.434192129063799115e+01,2.682672861285031729e+01
3.444204351014421661e+01,2.750689245486238121e+01
3.454216572965044918e+01,2.529958328987721927e+01
3.464228794915668175e+01,2.546681232218572788e+01
3.474241016866292142e+01,2.459923753718364736e+01
3.484253238816915399e+01,2.597133241798729486e+01
3.494265460767538656e+01,2.425088329156679023e+01
3.504277682718161913e+01,2.169264033681988835e+01
3.514289904668785169e+01,2.527287802878827705e+01
3.524302126619408426e+01,2.632690433272717456e+01
3.534314348570031683e+01,2.393773409543930697e+01
3.544326570520654940e+01,2.125762582099896036e+01
3.554338792471278197e+01,2.382591375450834192e+01
3.564351014421901453e+01,2.578007776906473225e+01
3.574363236372524710e+01,2.472807368928839367e+01
3.584375458323148678e+01,2.260292128587615323e+01
3.594387680273771934e+01,2.598488221696095835e+01
3.604399902224395191e+01,2.522433951130133778e+01
3.614412124175018448e+01,2.494106136850510325e+01
3.624424346125641705e+01,2.502250844997265489e+01
3.634436568076264962e+01,2.516087979118079687e+01
3.644448790026888219e+01,2.591083218478414096e+01
3.654461011977511475e+01,2.428007155957077856e+01
3.664473233928134732e+01,2.381968862254478836e+01
3.674485455878757989e+01,2.546979797869386175e+01
3.684497677829381246e+01,2.544303559645208068e+01
3.694509899780005213e+01,2.223063150251991615e+01
3.704522121730628470e+01,2.479833251882055478e+01
3.714534343681251727e+01,2.588060510034254236e+01
3.724546565631874984e+01,2.676654535258373357e+01
3.734558787582498240e+01,2.605701413442514180e+01
3.744571009533121497e+01,2.377626192527420912e+01
3.754583231483744754e+01,2.715441699714393309e+01
3.764595453434368011e+01,2.561725282141598470e+01
3.774607675384991268e+01,2.509511191069761082e+01
3.784619897335614525e+01,2.530118621257982880e+01
3.794632119286237781e+01,2.524602641858749763e+01
3.804644341236861749e+01,2.377949006976643886e+01
3.814656563187485006e+01,2.471954294984290357e+01
3.824668785138108262e+01,2.609933153000796580e+01
3.834681007088731519e+01,2.590912078706012167e+01
3.844693229039354776e+01,2.642243876754985976e+01
3.854705450989978033e+01,2.674267688206035842e+01
3.864717672940601290e+01,2.856561638045818796e+01
3.874729894891224546e+01,2.711598351936616069e+01
3.884742116841847803e+01,2.728026464802457696e+01
3.894754338792471060e+01,2.825274286407433522e+01
3.904766560743094317e+01,2.579303422504487742e+01
3.914778782693718284e+01,2.620151611593619734e+01
3.924791004644341541e+01,2.344259752967851185e+01
3.934803226594964798e+01,2.385521194098886966e+01
3.944815448545588055e+01,2.378237104864881246e+01
3.954827670496211312e+01,2.454469372393122129e+01
3.964839892446834568e+01,2.659062818584017407e+01
3.974852114397457825e+01,2.699633203212839305e+01
3.984864336348081082e+01,2.465706209700088891e+01
3.994876558298704339e+01,2.302050605223243451e+01
4.004888780249327596e+01,2.496148302970235378e+01
4.014901002199950852e+01,2.185881757459199193e+01
4.024913224150574820e+01,2.097967665080798128e+01
4.034925446101198077e+01,2.455883534231013954e+01
4.044937668051821333e+01,2.463119484132788273e+01
4.054949890002444590e+01,2.570106244379834948e+01
4.064962111953067847e+01,2.481624831229365924e+01
4.074974333903691104e+01,2.504161528780738877e+01
4.084986555854314361e+01,2.595138071751546960e+01
4.094998777804937617e+01,2.416785747009893726e+01
4.105010999755560874e+01,2.479387358145614684e+01
4.115023221706184131e+01,2.256911339224563662e+01
4.125035443656807388e+01,2.483425793645406543e+01
4.135047665607431355e+01,2.490704328915512633e+01
4.145059887558054612e+01,2.311522295704121177e+01
4.155072109508677869e+01,2.543069615951979756e+01
4.165084331459301126e+01,2.668740822035947957e+01
4.175096553409924383e+01,2.409992189746247249e+01
4.185108775360547639e+01,1.983934273543608384e+01
4.195120997311170896e+01,2.290003288460877329e+01
4.205133219261794153e+01,2.527227855774300025e+01
4.215145441212417410e+01,2.416388436307469689e+01
4.225157663163040667e+01,2.489743381428896285e+01
4.235169885113663923e+01,2.517495868518356872e+01
4.245182107064287891e+01,2.510114102559482063e+01
4.255194329014911148e+01,2.580966220122745369e+01
4.265206550965534404e+01,2.556543878267944692e+01
4.275218772916157661e+01,2.800760507011846201e+01
4.285230994866780918e+01,2.736122704155439678e+01
4.295243216817404175e+01,2.606275498362564136e+01
4.305255438768027432e+01,2.404301252981394299e+01
4.315267660718650689e+01,2.408180675778017843e+01
4.325279882669273945e+01,2.676041514439561197e+01
4.335292104619897202e+01,2.575551424091625208e+01
4.345304326570520459e+01,2.474706625108270330e+01
4.355316548521144426e+01,2.561284233723897330e+01
4.365328770471767683e+01,2.615733940743446695e+01
4.375340992422390940e+01,2.561534029205675012e+01
4.385353214373014197e+01,2.433618506402678605e+01
4.395365436323637454e+01,2.237629433965915382e+01
4.405377658274260710e+01,2.429625497263238643e+01
4.415389880224883967e+01,2.580876141940129997e+01
4.425402102175507224e+01,2.531008772141165153e+01
4.435414324126130481e+01,2.327397413572036200e+01
4.445426546076753738e+01,2.284957974006908898e+01
4.455438768027376994e+01,2.286935323223462291e+01
4.465450989978000962e+01,2.521428674197359499e+01
4.475463211928624219e+01,2.720187851258079803e+01
4.485475433879247475e+01,2.647675536568615939e+01
4.495487655829870732e+01,2.587545691275185078e+01
4.505499877780493989e+01,2.664965537323325506e+01
4.515512099731117246e+01,2.655029352346838678e+01
4.525524321681740503e+01,2.290830042512560993e+01
4.535536543632363760e+01,2.627631358167820963e+01
4.545548765582987016e+01,2.721284389652617364e+01
4.555560987533610273e+01,2.271877000644597189e+01
4.565573209484233530e+01,2.495060590588161631e+01
4.575585431434857497e+01,2.590873966368352299e+01
4.585597653385480754e+01,2.547495588396004962e+01
4.595609875336104011e+01,2.390396702386812322e+01
4.605622097286727268e+01,2.461002620784926265e+01
4.615634319237350525e+01,2.624811962883102723e+01
4.625646541187973781e+01,2.471692598178335842e+01
4.635658763138597038e+01,2.227698397933183116e+01
4.645670985089220295e+01,2.352644529969827403e+01
4.655683207039843552e+01,2.534092194384754748e+01
4.665695428990466809e+01,2.426889413323143430e+01
4.675707650941090066e+01,2.542357069213360177e+01
4.685719872891714033e+01,2.538470707989336717e+01
4.695732094842337290e+01,2.514937233794523763e+01
4.705744316792960547e+01,2.466250837057656042e+01
4.715756538743583803e+01,2.722915368112442280e+01
4.725768760694207060e+01,2.574353590529818803e+01
4.735780982644830317e+01,2.426228439762483902e+01
4.745793204595453574e+01,2.385604338759312526e+01
4.755805426546076831e+01,2.310275015923344455e+01
4.765817648496700087e+01,2.687902997274255412e+01
4.775829870447323344e+01,2.651284172040768539e+01
4.785842092397946601e+01,2.403719707684336626e+01
4.795854314348570568e+01,2.159862355808174783e+01
4.805866536299193825e+01,2.375147092481752154e+01
4.815878758249817082e+01,2.346526557944975622e+01
4.825890980200440339e+01,2.671280383692404570e+01
4.835903202151063596e+01,2.520261869492276574e+01
4.845915424101686853e+01,2.384220498747488648e+01
4.855927646052310109e+01,2.165110345967121930e+01
4.865939868002933366e+01,2.123783264929501868e+01
4.875952089953556623e+01,2.316383554619158502e+01
4.885964311904179880e+01,2.406632886858916720e+01
4.895976533854803137e+01,2.415093620388521956e+01
4.905988755805427104e+01,2.450619296516647339e+01
4.916000977756050361e+01,2.390719145463325646e+01
4.926013199706673618e+01,2.552111114305669304e+01
4.936025421657296874e+01,2.601751112332022586e+01
4.946037643607920131e+01,2.385835489645559448e+01
4.956049865558543388e+01,2.378242090892642580e+01
4.966062087509166645e+01,2.383914829593722118e+01
4.976074309459789902e+01,2.293045023761632351e+01
4.986086531410413158e+01,2.618500225860121589e+01
4.996098753361036415e+01,2.499186787103296226e+01
